"FMAID","Preferred Label","Parent FMAID"
39226,"Muscle fasciculus of anconeus",42163
25133,"Compact bone of left pedicle of axis",25127
32552,"Left teres major",32549
65726,"Descending branch of meningeal branch of left second cervical nerve",65716
,"Dentin of tooth",
11708,"Pleural branch of right ninth intercostal nerve",11703
328505,"Right fetal medial pterygoid muscle",328110
72597,"Intercalated nucleus of medulla oblongata",258772
81738,"Nerve to left fourth medial lumbar intertransversarius",81724
57012,"Distal contact surface layer of left second lower molar tooth",57007
75537,"Set of superior labial branches of infra-orbital nerve",63819
45835,"Perimysium of left rectus abdominis",21545
38033,"Trabecular bone of central part of body of third lumbar vertebra",38382
57865,"Mediastinal fascia",57863
81942,"T9 branch to semispinalis thoracis",11513
26089,"First thoracic intervertebral symphysis",26087
16061,"Intertransverse ligament of L3-L4 vertebrae",13733
30998,"Hilar margin of mediastinal surface of left lower lobe",30700
309983,"Anterior nerve rootlet complex of medial pectoral nerve",309750
309987,"C8 anterior nerve rootlet complex of right medial pectoral nerve",309985
309989,"C8 anterior nerve rootlet complex of left medial pectoral nerve",309985
309985,"C8 anterior nerve rootlet complex of medial pectoral nerve",309983
11851,"Articular facet of left superior articular process of fifth thoracic vertebra",9941
30182,"Bony part of right articular process of eleventh thoracic vertebra",30158
301828,"Set of all visceral lymph nodes of pelvis",71836
301820,"Set of visceral abdominal lymph nodes",278485
301826,"Set of all abdominal lymph nodes",278485
69991,"Trunk of piriformis part of left inferior gluteal artery",69989
85473,"T8 zone of wall of left ventricle",85471
82379,"Left seventh levator costae",82360
77049,"Abdominal ostium of uterine tube",3724
65069,"Left superficial inguinal ring",19926
16366,"Articular facet of right inferior articular process of second lumbar vertebra",16350
82741,"Monosaccharide",82737
289523,"Interalveolar septum of sockets 1 and 2",59491
28952,"Periosteum of spinous process of third thoracic vertebra",26186
289525,"Interalveolar septum of sockets 2 and 3",59491
289527,"Interalveolar septum of sockets 3 and 4",59491
289529,"Interalveolar septum of sockets 4 and 5",59491
27667,"Synovial membrane of articular capsule of C3-C4 vertebral arch joint",27633
276675,"Brodmann area 6 of lateral part of left precentral gyrus",276671
276673,"Brodmann area 6 of lateral part of right precentral gyrus",276671
276671,"Brodmann area 6 of lateral part of precentral gyrus",271221
276677,"Left supplemental motor cortex",224858
30909,"Surface of transverse process of second lumbar vertebra",24852
309093,"Radial nerve component of posterior root of left sixth cervical nerve",309089
309091,"Radial nerve component of posterior root of right sixth cervical nerve",309089
309098,"Radial nerve component of anterior root of seventh cervical nerve",306940
71321,"Set of lumbricals of foot",50392
48980,"Antitragicus",48967
38519,"Right extensor pollicis brevis",38518
44917,"Medial dorsal digital branch of ulnar nerve to left little finger",44915
11921,"Left transverse process of ninth thoracic vertebra",10029
33738,"Diaphysis of fibula",311959
285686,"Contact surface of canine tooth",285670
285684,"Contact surface of lower incisor tooth",285680
285682,"Contact surface of upper incisor tooth",285680
285680,"Contact surface of incisor tooth",285670
285688,"Contact surface of upper canine tooth",285686
19465,"Muscle layer of right seminal vesicle proper",19460
38398,"Trabecular bone of left articular process of lumbar vertebra",38396
52604,"Nerve to left inferior oblique",52600
32359,"Surface of right mamillary process of fourth lumbar vertebra",32351
15708,"Muscle layer of anal canal",85353
77625,"Olfactory peduncle",83860
62418,"Lateral orbital gyrus",256194
14821,"Branch of ileocolic artery",70478
13125,"Lumen of right main bronchus",13116
55682,"Left upper central incisor tooth",55722
42860,"Articular cartilage of ischium",42858
81551,"Right first posterior cervical intertransversarius",23077
80151,"Adductor magnus branch of tibial nerve",44689
34173,"Trabecular bone of distal epiphysis of right ulna",34172
52409,"Vein of left semicircular duct",52407
61527,"Carpal part of right palm",61526
55435,"Anterior part of zygomatic process of temporal bone",55415
326776,"Distoincisobuccopalatal surface of tooth",55642
75665,"Set of eye and related structures",78590
66727,"Trunk of right internal iliac vein",66726
34715,"Surface of anterior tubercle of right calcaneus",34714
28991,"Compact bone of articular process of first lumbar vertebra",28974
289915,"Vasculature of faucial part of mouth",286268
289913,"Vasculature of hard palate",286268
289917,"Periodontium of secondary tooth",56665
289911,"Vasculature of soft palate",286268
289919,"Periodontium of primary tooth",56665
73481,"Right central oculomotor nucleus",72425
34179,"Bony part of epiphysis of ulna",34178
47827,"Muscle fasciculus of transverse arytenoid",68013
73850,"Left spinal trigeminal tract of medulla",72625
60824,"Lunule of nail of little finger",60803
46444,"Left coccygeus",19088
326753,"Upper outer quadrant of buttock",326752
34350,"Articular cartilage of proximal epiphysis of left radius",34348
325931,"Ossification center of distal epiphysis of metacarpal bone",75436
76172,"Trunk of artery of left tuber cinereum",76170
36259,"Trabecular bone of diaphysis proper of first metacarpal bone",34434
39261,"Epimysium of right abductor pollicis brevis",39260
48881,"Tendon of second dorsal interosseous of left foot",48879
30131,"Bony part of right transverse process of eighth thoracic vertebra",30118
301316,"Axillary zone of pectoral fascia",301314
301311,"Left half of septum pellucidum",11195
301314,"Zone of pectoral fascia",58382
301318,"Axillary zone of right pectoral fascia",301316
85398,"Submucosa of region of colon",85393
85550,"Membrane layer of mitochondrion",85549
86184,"Plane of fibrous ring of tricuspid valve",49370
70222,"Internal oblique division of ascending part of right deep circumflex iliac artery",70221
28947,"Periosteum of left inferior articular process of eleventh thoracic vertebra",28924
289472,"Buccal attached gingiva of left side of lower jaw",289468
289474,"Lingual attached gingiva of lower jaw",289450
289478,"Buccal alveolar mucosa of upper jaw",289452
289476,"Labial alveolar mucosa of upper jaw",289452
289470,"Buccal attached gingiva of right side of lower jaw",289468
60710,"Free border of nail of finger",60706
38393,"Trabecular bone of transverse process of lumbar vertebra",24346
23920,"Proximal phalanx of middle finger",35483
61684,"Surface of anterior part of abdomen",61551
40136,"Articular cartilage of second metacarpal facet of trapezoid",33349
74919,"Trunk of third right anterior ventricular branch of anterior interventricular artery",4677
13878,"Conducting system of left atrium",223281
65092,"Alveolar bone of left upper central incisor tooth socket",291049
83992,"Dendrite of motor neuron",67314
65348,"Medial proper palmar digital branch of left median nerve to left middle finger",44868
57125,"Surface of zone of occipital bone",53147
48919,"Perimysium of first plantar interosseous of right foot",48918
38163,"Skin of posterior part of right knee",38162
45792,"Lesser supraclavicular compartment",58896
273320,"Gray matter of medial frontal gyrus",264262
273328,"Brodmann area 19 of right lingual gyrus",273326
273322,"Gray matter of right medial frontal gyrus",273320
273324,"Gray matter of left medial frontal gyrus",273320
273326,"Brodmann area 19 of lingual gyrus",271245
26585,"Transverse process proper of fourth cervical vertebra",26573
265851,"White matter of C3 segment of spinal cord",265837
265855,"White matter of C5 segment of spinal cord",265837
265859,"White matter of C7 segment of spinal cord",265837
265857,"White matter of C6 segment of spinal cord",265837
265853,"White matter of C4 segment of spinal cord",265837
63945,"Anterior part of right thigh",24972
62740,"Submucosa of lateral basal segmental bronchus of right lower lobe",62733
65755,"Medial branch of posterior ramus of right eighth cervical nerve",65625
17923,"Muscle layer of right ureter proper",17922
26982,"Articular capsule of left C4-C5 vertebral arch joint",26559
269829,"First lower premolar tooth socket space",269763
269823,"Left first upper premolar tooth socket space",269761
269820,"Right second upper premolar tooth socket space",269759
269826,"Left second upper premolar tooth socket space",269761
82442,"Branch of right fifth intercostal nerve to right transversus thoracis",82435
47585,"Perimysium of right superior longitudinal muscle of tongue",47584
71469,"Set of branches of anterior choroidal artery to tuber cinereum",63812
70236,"Trunk of inguinal nodal part of left superficial epigastric artery",70235
56698,"Periodontium of left first upper molar tooth",56696
59621,"Horizontal part of right inferior lacrimal canaliculus",59620
12113,"Left superior vertebral notch of twelfth thoracic vertebra",10091
326912,"Concetric array of rough endoplasmic reticulum",86457
73660,"Right anterior quadrangular lobule",72516
32830,"Metaphysis of humerus",24014
28275,"Surface of left pedicle of fourth thoracic vertebra",28259
282751,"External pyramidal layer of Brodmann area 52",282427
282755,"Internal granular layer of Brodmann area 2",282327
282757,"Internal granular layer of Brodmann area 3",282329
282759,"Internal granular layer of Brodmann area 4",282331
282753,"Internal granular layer of Brodmann area 1",282325
58448,"Investing fascia of right wrist",58436
44644,"Dorsal metatarsal artery",69476
19546,"Anterior surface of subdivision of seminal vesicle",19419
53141,"Common nasal meatus",53146
11809,"Articular facet of left superior articular process of third thoracic vertebra",9228
30453,"Cartilage of posterolateral part of body of lumbar vertebra",30352
304531,"Trunk proper of anterior ramus of right seventh cervical nerve",304529
304538,"Lateral cord segment of seventh cervical nerve",305007
304533,"Trunk proper of anterior ramus of left seventh cervical nerve",304529
37915,"Bony part of inferior surface of posterolateral part of body of first lumbar vertebra",32218
317065,"Trunk of lateral tributary of dorsal tributary of right third posterior intercostal vein",316412
317069,"Trunk of lateral tributary of dorsal tributary of right fourth posterior intercostal vein",316414
317067,"Trunk of lateral tributary of dorsal tributary of left third posterior intercostal vein",316412
317061,"Trunk of lateral tributary of dorsal tributary of right second posterior intercostal vein",316410
317063,"Trunk of lateral tributary of dorsal tributary of left second posterior intercostal vein",316410
23177,"Lateral mammary branch of left lateral thoracic artery",23175
231770,"Cavity of left talus",231758
231776,"Cavity of navicular bone of right foot",231762
231778,"Cavity of navicular bone of left foot",231762
231774,"Cavity of left calcaneus",231760
231772,"Cavity of right calcaneus",231760
23377,"Condyle of humerus",75434
233771,"Vasculature of right patella",233769
233775,"Cavity of tarsal bone",24032
233773,"Vasculature of left patella",233769
233779,"Cavity of right patella",233777
233777,"Cavity of patella",24032
31795,"Bone of fifth sacral vertebra",28962
317951,"Skeletal system of carpal part of hand",317937
317959,"Carpal part of back of right hand",317957
317957,"Carpal part of back of hand",223004
317953,"Skeletal system of carpal part of right hand",317951
